movie_id,title,tags
2454,The Chronicles of Narnia: Prince Caspian,Adventure Family Fantasy based on novel fictional place brother sister relationship lion human being wretch leap in time matter of life and death faith uncle narnia fantasy world
24428,The Avengers,Science Fiction Action Adventure new york shield marvel comic superhero based on comic book alien invasion superhero team aftercreditsstinger duringcreditsstinger marvel cinematic universe
1865,Pirates of the Caribbean: On Stranger Tides,Adventure Action Fantasy sea captain mutiny sword prime minister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d
41154,Men in Black 3,Action Comedy Science Fiction time travel time machine alien fictional government agency seeing the future changing history
122917,The Hobbit: The Battle of the Five Armies,Action Adventure Fantasy corruption elves dwarves orcs middle-earth (tolkien) hobbit dragon battle unlikely friendship epic battle sword and sorcery
1930,The Amazing Spider-Man,Action Adventure Fantasy loss of father vigilante serum marvel comic scientific experiment spider bite masked vigilante reboot super powers genetic engineering social outcast duringcreditsstinger
20662,Robin Hood,Action Adventure robin hood archer knight sherwood forest bow and arrow middle ages medieval king of england
57158,The Hobbit: The Desolation of Smaug,Adventure Fantasy elves dwarves orcs hobbit dragon wizard sword and sorcery
2268,The Golden Compass,Adventure Fantasy england compass experiment lordship uncle polar bear orphan animal based on young adult novel
254,King Kong,Adventure Drama Action film business screenplay show business film making film producer exotic island monster indigenous ship dinosaur
597,Titanic,Drama Romance Thriller shipwreck iceberg ship panic titanic ocean liner epic rich woman - poor man love disaster tragic love class differences imax star crossed lovers steerage salvage rich snob 3d 1910s
271110,Captain America: Civil War,Adventure Action Science Fiction civil war war marvel comic sequel superhero based on comic book imax aftercreditsstinger duringcreditsstinger marvel cinematic universe 3d
44833,Battleship,Thriller Action Adventure Science Fiction fight u.s. navy mind reading hong kong soccer scientist fictional war naval armada battleship naval combat jds myoko lost communication taser buoy communications expert joint chiefs of staff crash landing jet fighter pilot navy lieutenant permission to marry uss john paul jones based on board game aftercreditsstinger mighty mo uss missouri
135397,Jurassic World,Action Adventure Science Fiction Thriller monster dna tyrannosaurus rex velociraptor island sequel suspense disaster escape dinosaur amusement park animal attack theme park jurassic park 3d animal horror
37724,Skyfall,Action Adventure Thriller spy secret agent sociopath killer art gallery british secret service istanbul turkey imax uzi booby trap impersonating a police officer macao
558,Spider-Man 2,Action Adventure Fantasy dual identity love of one's life pizza boy marvel comic sequel superhero doctor scientist tentacle death super villain
68721,Iron Man 3,Action Adventure Science Fiction terrorist war on terror tennessee malibu marvel comic superhero based on comic book tony stark iron man aftercreditsstinger marvel cinematic universe mandarin 3d war machine iron patriot extremis
12155,Alice in Wonderland,Family Fantasy Adventure based on novel fictional place queen fantasy alice in wonderland fantasy world 3d
36668,X-Men: The Last Stand,Adventure Action Science Fiction Thriller mutant marvel comic based on comic book superhuman beast cyclops aftercreditsstinger
62211,Monsters University,Animation Family monster dormitory games animation best friend university scary aftercreditsstinger
8373,Transformers: Revenge of the Fallen,Science Fiction Action Adventure egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger
91314,Transformers: Age of Extinction,Science Fiction Action Adventure sequel alien transformers giant robot robot imax transforming robot
68728,Oz: The Great and Powerful,Fantasy Adventure Family circus witch magic hope illusion lost magic trick wizard 3d
102382,The Amazing Spider-Man 2,Action Adventure Fantasy obsession marvel comic sequel based on comic book electrocution medical experiment electricity super powers
20526,TRON: Legacy,Adventure Action Science Fiction artificial intelligence secret identity computer program dystopia computer deception duel motorcycle neon light autocracy
49013,Cars 2,Animation Family Adventure Comedy car race sequel comedy anthropomorphism best friend duringcreditsstinger
44912,Green Lantern,Adventure Action Thriller Science Fiction dc comics transformation superhero alien alien infection magical object protector super powers origin 3d
10193,Toy Story 3,Animation Family Comedy hostage college toy barbie animation escape day care teddy bear duringcreditsstinger toy comes to life personification inanimate objects coming to life toy story
534,Terminator Salvation,Action Science Fiction Thriller saving the world artificial intelligence prophecy san francisco cyborg killer robot gas station post-apocalyptic dystopia army firearm wartime los angeles
168259,Furious 7,Action car race speed revenge suspense car race muscle car
72190,World War Z,Action Drama Horror Science Fiction Thriller dystopia apocalypse zombie nuclear weapons multiple perspectives zombie apocalypse
127585,X-Men: Days of Future Past,Action Adventure Fantasy Science Fiction 1970s mutant time travel marvel comic based on comic book superhuman storm beast aftercreditsstinger changing the past or future
54138,Star Trek Into Darkness,Action Adventure Science Fiction spacecraft friendship sequel futuristic space alien imax space opera terrorist bombing 3d
81005,Jack the Giant Slayer,Action Family Fantasy based on fairy tale giant
64682,The Great Gatsby,Drama Romance based on novel infidelity obsession hope 3d
9543,Prince of Persia: The Sands of Time,Adventure Fantasy Action Romance persia sandstorm brother against brother armageddon regent based on video game
68726,Pacific Rim,Action Science Fiction Adventure dystopia giant robot giant monster apocalypse imax duringcreditsstinger 3d
38356,Transformers: Dark of the Moon,Action Science Fiction Adventure moon spacecraft traitor bodyguard alien planet based on cartoon transformers giant robot sabotage word domination commando duringcreditsstinger
217,Indiana Jones and the Kingdom of the Crystal Skull,Adventure Action saving the world riddle whip treasure mexico city leather jacket machinegun alien phenomenons maya civilization peru treasure hunt nuclear explosion refrigerator archaeologist indiana jones archeology 
105864,The Good Dinosaur,Adventure Animation Family tyrannosaurus rex friends alternate history dinosaur fear storm nature human journey
62177,Brave,Animation Adventure Comedy Family Action Fantasy scotland rebel bravery kingdom archer wish bear scot rebellious daughter turns into animal archery ruins aftercreditsstinger peace offering woman director courage 3d
188927,Star Trek Beyond,Action Adventure Science Fiction sequel stranded hatred space opera
10681,WALL·E,Animation Family romantic comedy
5174,Rush Hour 3,Action Comedy Crime Thriller ambassador
14161,2012,Action Adventure Science Fiction civilization natural disaster end of the world disaster apocalypse destruction volcanic eruption mayan ark solar destruction  of mankind
17979,A Christmas Carol,Animation Drama holiday based on novel victorian england money christmas eve scrooge christmas carol ghost lesson charles dickens christmas
76757,Jupiter Ascending,Science Fiction Fantasy Action Adventure jupiter space woman director 3d interspecies romance
258489,The Legend of Tarzan,Action Adventure africa feral child tarzan jungle animal attack
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure Family Fantasy saving the world witch based on novel brother sister relationship self sacrifice winter cupboard beaver lion fairy-tale figure battle narnia fantasy world duringcreditsstinger
246655,X-Men: Apocalypse,Science Fiction mutant supernatural powers marvel comic superhero based on comic book superhuman apocalypse superhero team world domination aftercreditsstinger 1980s
155,The Dark Knight,Drama Action Crime Thriller dc comics crime fighter secret identity scarecrow sadism chaos gotham city vigilante joker superhero based on comic book tragic hero organized crime criminal mastermind district attorney imax super villain super powers batman
14160,Up,Animation Comedy Family Adventure age difference central and south america balloon animation floating in the air duringcreditsstinger exploring
15512,Monsters vs Aliens,Animation Family Adventure Science Fiction alien giant robot duringcreditsstinger
1726,Iron Man,Action Science Fiction Adventure middle east arms dealer malibu marvel comic superhero based on comic book tony stark iron man aftercreditsstinger marvel cinematic universe counter terrorism agent coulson
44826,Hugo,Adventure Drama Family library clock film director key toy boy love orphan robot automaton hiding filmmaking leg brace doberman 3d
8487,Wild Wild West,Action Adventure Comedy Science Fiction Western steampunk based on tv series steam locomotive drag
1735,The Mummy: Tomb of the Dragon Emperor,Adventure Action Fantasy
297761,Suicide Squad,Action Adventure Crime Fantasy Science Fiction dc comics shared universe anti hero secret mission villain superhero supervillain dc extended universe
2698,Evan Almighty,Fantasy Comedy Family father son relationship daily life married couple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah's ark
137113,Edge of Tomorrow,Action Science Fiction deja vu time warp restart dystopia war alien military officer soldier alien invasion exoskeleton
9804,Waterworld,Adventure Action ocean tattoo mutant water dystopia doomsday
14869,G.I. Joe: The Rise of Cobra,Adventure Action Thriller Science Fiction terrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobra
150540,Inside Out,Drama Comedy Animation Family dream cartoon imaginary friend animation family moving kids unicorn duringcreditsstinger 3d emotions
278927,The Jungle Book,Family Adventure Drama Fantasy based on novel snake wolf elephant tiger feral child panther remake bear jungle talking animal orphan animal talking to animals
10138,Iron Man 2,Adventure Action Science Fiction malibu marvel comic superhero based on comic book revenge aftercreditsstinger marvel cinematic universe
58595,Snow White and the Huntsman,Adventure Fantasy Drama queen magic fairy tale immortality forest deception woman eternal youth snow white evil queen evil stepmother imprisoned sorceress
102651,Maleficent,Fantasy Adventure Action Family Romance fairy tale villain sleeping beauty dark fantasy based on fairy tale adaptation retelling literary adaptation 3d
119450,Dawn of the Planet of the Apes,Science Fiction Action Drama Thriller leader colony post-apocalyptic dystopia forest sequel woods ape scientist monkey medical research animal attack plague 3d
79698,The Lovers,Action Adventure Science Fiction Romance
64686,47 Ronin,Drama Action Adventure Fantasy japan suicide samurai based on true story samurai sword ronin shogun half breed 3d
100402,Captain America: The Winter Soldier,Action Adventure Science Fiction washington d.c. future shield marvel comic superhero based on comic book captain america aftercreditsstinger duringcreditsstinger marvel cinematic universe 3d political thriller
10192,Shrek Forever After,Comedy Adventure Fantasy Animation Family ogre 3d
158852,Tomorrowland,Adventure Family Mystery Science Fiction inventor apocalypse destiny imax dreamer futuristic car futuristic city
177572,Big Hero 6,Adventure Family Animation Action Comedy brother brother relationship hero talent revenge best friend another dimension robot boy genius hate aftercreditsstinger moral dilemma 3d teen superheroes dead brother
82690,Wreck-It Ralph,Family Animation Comedy Adventure support group product placement bullying racing arcade medal self esteem curiosity precocious child aftercreditsstinger duringcreditsstinger first person shooter glitch carefree video gamer q*bert interrupted wedding social reject
5255,The Polar Express,Adventure Animation Family Fantasy santa claus nerd faith gift bell beard north pole chute trestle ticket christmas
47933,Independence Day: Resurgence,Action Adventure Science Fiction alternate history alien invasion
10191,How to Train Your Dragon,Fantasy Adventure Animation Family flying blacksmith arena island night ship training village forest viking friendship ignorance flight nest dragon battle combat well warrior
296,Terminator 3: Rise of the Machines,Action Thriller Science Fiction saving the world artificial intelligence man vs machine cyborg killer robot sun glasses leather jacket nanotechnology rocket launcher firemen veterinarian fire engine dystopia psychiatrist
118340,Guardians of the Galaxy,Action Science Fiction Adventure marvel comic spaceship space outer space orphan adventurer aftercreditsstinger duringcreditsstinger marvel cinematic universe
157336,Interstellar,Adventure Drama Science Fiction saving the world artificial intelligence father son relationship single parent nasa expedition wormhole space travel famine black hole dystopia race against time quantum mechanics spaceship space rescue family relationships farmhouse robot astronaut scientist father daughter relationship single father farmer space station imax astrophysics zero gravity courage time paradox relativity
27205,Inception,Action Thriller Science Fiction Mystery Adventure loss of lover dream kidnapping sleep subconsciousness heist redemption female hero
315011,Shin Godzilla,Action Adventure Drama Horror Science Fiction monster godzilla giant monster destruction kaiju toyko
49051,The Hobbit: An Unexpected Journey,Adventure Fantasy Action riddle elves dwarves orcs middle-earth (tolkien) hobbit mountains wizard journey ring goblin courage giant tunnel underground lake buried treasure climbing a tree invisibility ancient gnomes
9799,The Fast and the Furious,Action Crime Thriller street gang car race undercover auto-tuning los angeles car automobile racing aftercreditsstinger duringcreditsstinger
4922,The Curious Case of Benjamin Button,Fantasy Drama Thriller Mystery Romance diary navy funeral tea travel hospital
49538,X-Men: First Class,Action Science Fiction Adventure cia mutant mine marvel comic superhero based on comic book superhuman historical fiction nuclear war cuban missile crisis world war iii 1960s
131634,The Hunger Games: Mockingjay - Part 2,Action Adventure Science Fiction revolution strong woman dystopia game of death 3d based on young adult novel
27022,The Sorcerer's Apprentice,Fantasy Adventure Action Comedy Drama witch fire wolf fountain magic book castle water apprentice training merlin love mission sorcerer dragon aftercreditsstinger apprendista morgana
503,Poseidon,Adventure Action Drama Thriller new year's eve fire drowning cataclysm loss of father atlantic ocean ball self-abandonment shipwreck giant wave blackout ship daughter single escape capsized ship
241259,Alice Through the Looking Glass,Fantasy based on novel clock queen sequel alice in wonderland dark fantasy mad hatter 3d
810,Shrek the Third,Fantasy Adventure Animation Comedy Family ambush sadness stage liberation of prisoners island traitor shipwreck prince ship donkey kingdom theatre play transformation conciliation tricks heir to the throne assault boarding school coup d'etat teacher best friend dragon cowardliness pregnancy capture duringcreditsstinger
68735,Warcraft,Action Adventure Fantasy video game elves orcs magic chase based on comic book sorcerer fictional war based on video game wizard fictional language muscles orc sword and sorcery
87101,Terminator Genisys,Science Fiction Action Thriller Adventure saving the world artificial intelligence cyborg killer robot future time travel dystopia sequel fiction duringcreditsstinger 3d
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure Family Fantasy based on novel magic good vs evil king narnia fantasy world knife held to throat snowing quest
676,Pearl Harbor,History Romance War nurse patriotism hawaii world war ii pilot pearl harbor u.s. air force airplane war army love pin-up
1858,Transformers,Adventure Science Fiction Action destroy transformation alien based on toy transformers robot duringcreditsstinger teenage hero
1966,Alexander,War History Action Adventure Drama Romance aristotle egypt greece persia elephant campaign alexander the great homosexuality gay relationship ancient world
675,Harry Potter and the Order of the Phoenix,Adventure Fantasy Family Mystery prophecy witch loss of lover magic cutting the cord child hero dying and death broom sorcerer's apprentice school of witchcraft black magic death of a friend sorcery occultism
674,Harry Potter and the Goblet of Fire,Adventure Fantasy Family magic dying and death broom sorcerer's apprentice school of witchcraft chosen one black magic boarding school vision tournament teenager wizard teenage hero based on young adult novel
8960,Hancock,Fantasy Action flying alcohol love of one's life forbidden love lovers affection advertising expert alcoholism invulnerability superhero pokies duringcreditsstinger
6479,I Am Legend,Drama Horror Action Thriller Science Fiction saving the world lost civilisation post-apocalyptic dystopia matter of life and death alone helplessness virus pandemic
118,Charlie and the Chocolate Factory,Adventure Comedy Family Fantasy london england father son relationship chocolate factory worker based on novel parents kids relationship candy overweight child grandfather grandson relationship teacher
2062,Ratatouille,Animation Comedy Family Fantasy paris brother brother relationship expensive restaurant river cook mouse confidence roof window leaving one's family work restaurant critic kitchen spice court cookbook family chef rat
272,Batman Begins,Action Crime Drama himalaya martial arts dc comics crime fighter secret identity undercover hero loss of father society gotham city vigilante superhero based on comic book rivalry tragic hero ninja good vs evil crime super powers haunted by the past evil doctor escapade master villain fighting crime unfulfillment love and romance unfulfilled love
10527,Madagascar: Escape 2 Africa,Family Animation africa jealousy dance hunger lion zoo hippopotamus chimp penguin volcano madagascar airplane zebra sequel shark imax duringcreditsstinger
18360,Night at the Museum: Battle of the Smithsonian,Adventure Fantasy Action Comedy Family museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian
2080,X-Men Origins: Wolverine,Adventure Action Thriller Science Fiction corruption mutant boxer army marvel comic superhero aftercreditsstinger duringcreditsstinger
605,The Matrix Revolutions,Adventure Action Thriller Science Fiction saving the world artificial intelligence man vs machine flying philosophy fortune teller kung fu underground world killer robot temple subway dream sun hero fight sunlight computer virus key future precognition super computer machine town ying yang dying and death virtual reality dystopia computer faith world religion truth rescue mission cyberpunk woman director yin yang gnosticism
109445,Frozen,Animation Adventure Family queen musical princess betrayal snowman animation reindeer curse snow troll mountain climber aftercreditsstinger woman director 3d
604,The Matrix Reloaded,Adventure Action Thriller Science Fiction saving the world artificial intelligence man vs machine martial arts kung fu underground world dream hero fight computer virus key future plato precognition rave dying and death virtual reality dystopia computer faith world religion truth mission cyberpunk woman director gnosticism
76338,Thor: The Dark World,Action Adventure Fantasy marvel comic superhero based on comic book hostile takeover norse mythology aftercreditsstinger duringcreditsstinger marvel cinematic universe 3d asgard
76341,Mad Max: Fury Road,Action Adventure Science Fiction Thriller future chase post-apocalyptic dystopia australia rescue survival on the run convoy peak oil dark future
13448,Angels & Demons,Thriller Mystery rome vatican based on novel symbolism christian illuminati quantum mechanics prequel anti matter conspiracy investigator catholicism cern
10195,Thor,Adventure Fantasy Action new mexico banishment shield marvel comic hammer superhero based on comic book redemption norse mythology aftercreditsstinger marvel cinematic universe 3d asgard odin heimdall
13053,Bolt,Animation Family Adventure Comedy hamster kids and family animal cat vs dog duringcreditsstinger dog cat friendship animal lead girl dog relationship
19585,G-Force,Fantasy Action Adventure Family Comedy dyr duringcreditsstinger
57165,Wrath of the Titans,Adventure underworld hades mythology greek mythology zeus perseus gods ancient greece based on greek myth ares 3d
62213,Dark Shadows,Comedy Fantasy witch imprisonment vampire curse fish out of water chains gothic madness old house lost love angry mob 18th century ghost hidden room old mansion
177677,Mission: Impossible - Rogue Nation,Action Adventure Thriller london england spy austria villain sequel mission conspiracy vienna opera vienna
7978,The Wolfman,Drama Horror Thriller father son relationship victorian england remake rural setting werewolf
5559,Bee Movie,Family Animation Adventure Comedy factory worker tennis flower florist flower shop pilot college airplane beehive court aftercreditsstinger
49444,Kung Fu Panda 2,Animation Family martial arts hope fleet panda mission woman director
10196,The Last Airbender,Action Adventure Family Fantasy fire ice war ship prince kingdom water village arrest remake attack avatar air spirit world domination cheering
956,Mission: Impossible III,Adventure Action Thriller berlin cia vatican white house secret identity secret explosive mobile phone map traitor mask honeymoon shanghai pretended murder secret mission letter funeral covered investigation to shoot dead secret agent video stamp hard drive e-mail decipherment suitcase computer revenge murder mission hospital duel disguise celebration good and bad research laboratory blast
117251,White House Down,Action Drama Thriller usa president conspiracy secret service the white house
50321,Mars Needs Moms,Adventure Animation Family boy alien rescue martian alien abduction alien invasion based on children's book duringcreditsstinger
11619,Flushed Away,Adventure Animation Comedy Family london england underworld return ship frog girlfriend rubin
266647,Pan,Adventure Family Fantasy flying magic fairy tale peter pan mermaid pirate fantasy world
82703,Mr. Peabody & Sherman,Animation Adventure Family father son relationship egypt intelligence adoption time travel boy child prodigy friendship growing up children talking animal talking dog dog first love ancient egypt time traveler duringcreditsstinger new school george washington gags trouble time paradox prodigy
652,Troy,Adventure Drama War brother brother relationship adultery mythology beauty trojan war bravery wall fraud hostility epic sword fight battlefield ancient world pyre ancient greece trojan horse trojan bronze age sparta greece helen of troy homer's iliad
80321,Madagascar 3: Europe's Most Wanted,Animation Family madagascar 3d
36669,Die Another Day,Adventure Action Thriller laser british secret service secret service agent space based weapon
43074,Ghostbusters,Action Fantasy Comedy female friendship ghost hunting reboot ghost
95,Armageddon,Action Thriller Science Fiction Adventure saving the world paris moon cataclysm asteroid self sacrifice nasa space marine loss of father daughter space wedding astronaut eiffel tower paris duringcreditsstinger disaster movie space centre
608,Men in Black II,Action Adventure Comedy Science Fiction saving the world secret identity sun glasses undercover space marine illegal immigration deportation new identity flying saucer light firearm alien fictional government agency
2310,Beowulf,Adventure Action Animation denmark nordic mythology lie pride and vanity folk hero human weakness viking alienation festival hall sin royalty curse battle ancient world adult animation motion capture
140300,Kung Fu Panda 3,Action Adventure Animation Comedy Family china martial arts kung fu village panda sequel talking animal anthropomorphism dragon ancient china wuxia woman director
56292,Mission: Impossible - Ghost Protocol,Action Thriller Adventure fight sequel mission explosion broken arm imax nuclear threat
81188,Rise of the Guardians,Fantasy Animation Family dream santa claus nightmare easter bunny tooth fairy jack frost sandman duringcreditsstinger
7552,Fun with Dick and Jane,Comedy based on novel desperation robber hold-up robbery remake suburbia loss of job humiliation unemployment bankruptcy travel agent riches to rags bearer bonds comeuppance
616,The Last Samurai,Drama Action War History japan war crimes sense of guilt swordplay general samurai war veteran katana sword arms deal homeland emperor language barrier self-discovery mountain village foreign legion mercenary campaign commercial agreement insurgence leader war strategy gettysburg loss of husband slaughter soldier alcoholic u.s. soldier japanese army 19th century war trauma
147441,Exodus: Gods and Kings,Adventure Drama Action moses bible ancient egypt 3d ramses
13475,Star Trek,Science Fiction Action Adventure spacecraft teleportation space mission parachute time travel black hole supernova prequel warp speed futuristic warp engine romulans outer space vulcan alternate reality space opera reboot
557,Spider-Man,Fantasy Action loss of lover spider thanksgiving bad boss hostility marvel comic superhero pokies evil reference to superman goblin
82702,How to Train Your Dragon 2,Fantasy Action Adventure Animation Comedy Family father son relationship wife husband relationship sacrifice viking sequel rescue dragon mother son relationship death of husband warrior 3d
205584,Gods of Egypt,Fantasy egypt underworld fight mythology nile war thief rescue desert gods egyptian mythology egyptian myth
10048,Stealth,Action artificial intelligence u.s. navy aftercreditsstinger
13183,Watchmen,Action Mystery Science Fiction dc comics secret identity mass murder retirement based on comic book conspiracy nuclear war doomsday soviet masked vigilante doomsday clock red square death of superhero american president 1980s
944,Lethal Weapon 4,Action Adventure Comedy Crime Thriller lapd house on fire revolver
1927,Hulk,Drama Action Science Fiction california san francisco monster general gun dna mutation psychology berkeley transformation frog president marvel comic superhero golden gate bridge doctor fear scientist dog desert anger mirror phone military cell hulk superhuman strength repressed memory repression
72559,G.I. Joe: Retaliation,Adventure Action Science Fiction Thriller terror assassin secret technology missile warhead president rescue conspiracy explosion battle surveillance cobra
7364,Sahara,Action Adventure Comedy Drama Mystery tyrant ironclad ship
2114,Final Fantasy: The Spirits Within,Adventure Action Animation Fantasy Science Fiction Thriller battle assignment dystopia alien downfall scientist based on video game
1771,Captain America: The First Avenger,Action Adventure Science Fiction new york usa world war ii nazis marvel comic superhero based on comic book nazi germany period drama brooklyn new york city captain america aftercreditsstinger marvel cinematic universe 3d
36643,The World Is Not Enough,Adventure Action Thriller british mission oil heiress bilbao spain british secret service
8619,Master and Commander: The Far Side of the World,Adventure naturalist frigate self surgery sea battle weevil
50620,The Twilight Saga: Breaking Dawn - Part 2,Adventure Fantasy Drama Romance vampire romance villainess super strength imprinting cross breed bloodsucker grudge vampire vs vampire chief of police dhampir forks washington wolf pack misinformation seeing the future fang vamp
65759,Happy Feet Two,Animation Comedy Family penguin musical aftercreditsstinger 3d
1724,The Incredible Hulk,Science Fiction Action Adventure new york rio de janeiro marvel comic superhero based on comic book on the run fugitive super soldier tony stark virginia military hulk marvel cinematic universe angry bruce banner
267935,The BFG,Adventure Family Fantasy london england england based on novel queen little girl orphan cannibal giant evil brother
281957,The Revenant,Western Drama Adventure Thriller father son relationship rape based on novel mountains winter grizzly bear wilderness frontier revenge murder native american survival bear snow violence animal death bear attack death of son based on true events fur trapper
77950,Turbo,Animation Family underdog car race dream speed power snail fast friends superpower racer
44896,Rango,Animation Comedy Family Western Adventure sheriff nevada pet rango chameleon las vegas cactus terrarium construction site armadillo disillusionment
270946,Penguins of Madagascar,Family Animation Adventure Comedy penguin madagascar 3d
2503,The Bourne Ultimatum,Action Drama Mystery Thriller paris corruption madrid assassin based on novel europe prosecution dangerous false identity revelation government weapon interpol sequel conspiracy shootout espionage motorcycle violence foot chase moskow dark past langley virginia flashback chase on the roof security leak
9502,Kung Fu Panda,Adventure Animation Family Comedy china martial arts kung fu mentor snake restaurant shop strong woman bravery tiger turtle panda sensei anthropomorphism fighting ancient china monkey master destiny evil aftercreditsstinger monkey warrior noodle
102899,Ant-Man,Science Fiction Action Adventure marvel comic superhero based on comic book aftercreditsstinger duringcreditsstinger marvel cinematic universe 3d
101299,The Hunger Games: Catching Fire,Adventure Action Science Fiction competition based on novel mentor secret factory television propaganda future dystopia alliance games president uprising sequel murder survival conspiracy rebellion blood female protagonist tournament explosion danger imax winner based on young adult novel
228161,Home,Fantasy Comedy Animation Science Fiction Family friendship spaceship space alien alien invasion alien friendship awful leader taking resposibility
74,War of the Worlds,Adventure Thriller Science Fiction post traumatic stress  disorder new jersey airplane dystopia daughter apocalypse alien invasion human subjugation
8961,Bad Boys II,Adventure Action Comedy Thriller Crime miami ku klux klan cuba undercover mexican standoff ecstasy guantánamo slaughter shootout gunfight bromance gangster violence foot chase interrogation car chase drug lord exploding house narcotics cop illegal drugs dea agent buddy cop criminal underworld action hero haitian gang minefield
417859,Puss in Boots,Action Adventure Animation Family Fantasy adventure fairy-tale figure
27576,Salt,Action Mystery Thriller assassination spy cia kidnapping cold war soviet union double agent race against time revenge on the run shootout espionage female protagonist hitwoman terrorism violence russian spy intelligence officer action heroine
86834,Noah,Drama Adventure bible god noah 3d
17578,The Adventures of Tintin,Adventure Animation Mystery riddle captain treasure liquor treasure hunt sunken treasure plot reporter 3d action
673,Harry Potter and the Prisoner of Azkaban,Adventure Fantasy Family flying traitor magic cutting the cord child hero broom sorcerer's apprentice school of witchcraft griffon black magic time travel best friend werewolf dark muggle aftercreditsstinger
6972,Australia,Drama missionary world war ii ranch australia british racist cattle drive aftercreditsstinger stampede waltzing matilda trampled to death
82700,After Earth,Science Fiction Action Adventure dystopia
10567,Dinosaur,Animation Family cataclysm asteroid leader comet animation prehistoric prehistoric egg dinosaur nesting grounds prehistoric creature prehistoric adventure lemur prehistoric times
181533,Night at the Museum: Secret of the Tomb,Adventure Comedy Fantasy Family night watchman museum natural history history smithsonian
38055,Megamind,Animation Action Comedy Family Science Fiction saving the world date prison secret identity fish gun dna mayor anti hero rain museum one-sided love serum talking animal reporter duringcreditsstinger stronger villain
671,Harry Potter and the Philosopher's Stone,Adventure Fantasy Family witch christmas party magic cutting the cord halloween child hero broom chosen one frog fantasy world based on young adult novel
49524,R.I.P.D.,Fantasy Action Comedy Crime gold police operation partner revenge undead ghost police department
22,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure Fantasy Action exotic island blacksmith east india trading company gold marriage proposal mutiny jamaica skeleton daughter governor wooden eye gold coin pirate alcoholic swashbuckler caribbean aftercreditsstinger pirate ship capuchin monkey tortuga
131631,The Hunger Games: Mockingjay - Part 1,Science Fiction Adventure Thriller resistance post-apocalyptic dystopia war sequel female protagonist bow and arrow game future war revolt class prejudice human subjugation based on young adult novel
591,The Da Vinci Code,Thriller Mystery paris holy grail christianity monk based on novel zurich secret society louvre curator symbologist opus dei heresy mona lisa freemason conspiracy pentagram tomb catholicism cryptologist iconography albino sect
172385,Rio 2,Animation Adventure Comedy Family bird sequel jungle audition amazon rainforest parrots
36658,X2,Adventure Action Science Fiction Thriller mutant marvel comic superhero based on comic book superhuman
51497,Fast Five,Action Thriller Crime brazil fbi freedom escape from prison car crash heist organized crime on the run money fugitive police chase escaped convict car imax automobile racing duringcreditsstinger
